brand,model,cc,segment,year,speedometer_type,top_speed_kmh,mileage_kmpl,fuel_tank_liters,factory_price_inr,gst_rate_pct,gst_amount_inr,ex_showroom_inr,on_road_price_inr,overall_score,price_increase_scenario_pct,buyer_behaviour,price_sensitivity,gst_impact_pct,price_difference,value_score
Ktm,Duke 200,199,mid,2023,Digital,134,37.9,10.4,164844,28.0,46156,211000,244522,75,10.0,Will likely switch brand,High,27.999805877071655,79678,0.011624720884010436
Bajaj,Pulsar 125,124,budget,2024,Semi-Digital,115,51.0,11.9,77344,28.0,21656,99000,119124,58,5.4,Will definitely switch,Very High,27.999586263963593,41780,0.024831268258285483
Yamaha,FZS 25,249,mid,2024,Digital,146,29.3,18.4,121094,28.0,33906,155000,180482,70,9.0,Will likely switch brand,High,27.999735742481047,59388,0.01136401413991423
Hero,Xpulse 200,199,mid,2025,Digital,126,39.1,11.7,121094,28.0,33906,155000,179564,68,14.3,Will definitely switch,Very High,27.999735742481047,58470,0.014806976899601258
Tvs,Radeon,109,budget,2025,Analog,99,63.0,9.8,62500,28.0,17500,80000,92837,60,8.3,Will definitely switch,Very High,28.000000000000004,30337,0.040716524661503495
Bajaj,Pulsar 125,124,budget,2023,Semi-Digital,114,61.1,11.9,78125,28.0,21875,100000,116573,64,3.8,Might reconsider,Medium,28.000000000000004,38448,0.033544645844234944
Suzuki,Gixxer SF,155,mid,2024,Semi-Digital,138,46.2,13.1,116406,28.0,32594,149000,171876,70,12.5,Will definitely switch,Very High,28.000274899919248,55470,0.018815890525727852
Bajaj,Pulsar N160,160,mid,2023,Digital,130,43.7,13.7,94531,28.0,26469,121000,142361,67,3.1,Might reconsider,Medium,28.000338513291933,47830,0.020566728247202536
Yamaha,R15M,155,mid,2021,Digital,120,39.6,12.5,165625,28.0,46375,212000,244060,74,14.2,Will definitely switch,Very High,28.000000000000004,78435,0.012006883553224617
Honda,SP 125,124,budget,2022,Digital,110,55.6,10.8,71094,28.0,19906,91000,108918,75,6.3,Will likely switch brand,High,27.999549891692688,37824,0.03828568280724949
Bajaj,Pulsar 150,149,mid,2020,Semi-Digital,114,48.6,12.8,96875,28.0,27125,124000,144027,70,12.5,Will definitely switch,Very High,28.000000000000004,47152,0.023620571142910704
Yamaha,FZ-S V3,149,mid,2023,Semi-Digital,115,55.3,11.7,100000,28.0,28000,128000,149745,63,14.0,Will definitely switch,Very High,28.000000000000004,49745,0.023265551437443653
Bajaj,Platina 110 H-Gear,115,budget,2024,Semi-Digital,118,59.6,13.8,63281,28.0,17719,81000,94310,67,5.0,Might reconsider,Medium,28.000505681010097,31029,0.04234121514155445
Honda,SP 125,124,budget,2024,Digital,118,48.6,13.7,82812,28.0,23188,106000,125957,67,7.9,Will likely switch brand,High,28.000772834854853,43145,0.02585167954143081
Honda,SP 125,124,budget,2023,Digital,118,52.2,12.2,78125,28.0,21875,100000,119359,69,4.1,Might reconsider,Medium,28.000000000000004,41234,0.03017619115441651
Honda,Hornet 2.0,184,mid,2022,Digital,140,41.1,13.1,103906,28.0,29094,133000,154359,75,1.1,Likely to buy,Low,28.000307970665794,50453,0.01996968106815929
Yamaha,R3,321,premium,2020,Digital,140,33.3,14.1,339062,28.0,94938,434000,503004,76,1.5,Likely to buy,Low,28.000188756038717,163942,0.0050313715199083895
Royal Enfield,Guerrilla 450,452,premium,2023,Digital,196,21.1,14.3,233588,31.0,72412,306000,353849,83,4.4,Might reconsider,Medium,30.99988013082864,120261,0.0049492862774799425
Ktm,Duke 125,124,mid,2022,Digital,117,60.8,12.1,143750,28.0,40250,184000,214791,77,6.6,Will likely switch brand,High,28.000000000000004,71041,0.021796071529998927
Ktm,RC 390,373,premium,2025,Digital,210,22.7,19.4,245038,31.0,75962,321000,368722,77,12.8,Will definitely switch,Very High,31.000089781992994,123684,0.004740427747734065
Suzuki,Gixxer SF 250,249,mid,2024,Digital,160,31.5,18.0,143750,28.0,40250,184000,209061,72,3.1,Might reconsider,Medium,28.000000000000004,65311,0.01084850833010461
Honda,CD 110 Dream,109,budget,2021,Analog,96,72.3,8.6,61719,28.0,17281,79000,92788,59,4.4,Might reconsider,Medium,27.99948152108751,31069,0.04597253955252834
Suzuki,Gixxer SF,155,mid,2021,Semi-Digital,121,44.7,12.5,119531,28.0,33469,153000,180293,62,2.2,Might reconsider,Medium,28.00026771297822,60762,0.015371645044455415
Honda,Unicorn,160,mid,2022,Semi-Digital,125,39.8,13.7,84375,28.0,23625,108000,126730,63,2.1,Might reconsider,Medium,28.000000000000004,42355,0.019785370472658406
Bajaj,Pulsar NS200,199,mid,2023,Digital,140,41.9,11.5,114844,28.0,32156,147000,168423,68,3.9,Might reconsider,Medium,27.99972136115078,53579,0.016916929398003835
Royal Enfield,Meteor 350,349,premium,2024,Semi-Digital,145,28.2,19.0,167188,28.0,46812,214000,245312,76,8.9,Will likely switch brand,High,27.99961719740651,78124,0.008736629272110618
Honda,CB200X,184,mid,2022,Digital,120,43.0,13.7,125781,28.0,35219,161000,191182,71,8.3,Will likely switch brand,High,28.00025441044355,65401,0.015969076586707955
Bajaj,Pulsar 150,149,mid,2020,Semi-Digital,116,51.3,11.3,91406,28.0,25594,117000,136214,63,13.6,Will definitely switch,Very High,28.000350086427588,44808,0.02372663602860205
Bajaj,Pulsar RS200,199,mid,2025,Digital,122,41.8,11.2,127344,28.0,35656,163000,188972,72,10.9,Will definitely switch,Very High,27.99974871214977,61628,0.015926168956247485
Yamaha,R15M,155,mid,2024,Digital,128,38.7,11.2,154688,28.0,43312,198000,233952,73,2.4,Might reconsider,Medium,27.999586263963593,79264,0.012075553959786624
Bajaj,Pulsar NS200,199,mid,2024,Digital,128,43.0,11.5,125781,28.0,35219,161000,188429,72,9.7,Will likely switch brand,High,28.00025441044355,62648,0.01643059189402905
Bajaj,Pulsar N160,160,mid,2023,Digital,121,41.5,11.2,102344,28.0,28656,131000,151290,75,4.5,Might reconsider,Medium,27.99968732900805,48946,0.02057307158437438
Suzuki,Gixxer,155,mid,2021,Semi-Digital,125,41.3,12.6,103125,28.0,28875,132000,150474,63,4.4,Might reconsider,Medium,28.000000000000004,47349,0.017291359304597468
Royal Enfield,Guerrilla 450,452,premium,2022,Digital,181,19.4,19.3,209160,31.0,64840,274000,312458,80,7.5,Will likely switch brand,High,31.000191241155093,103298,0.004967067573881929
Suzuki,V-Strom SX,249,premium,2025,Digital,148,29.0,13.5,160156,28.0,44844,205000,233636,77,14.2,Will definitely switch,Very High,28.00019980518994,73480,0.00955760242428393
Ktm,Duke 390,373,premium,2022,Digital,191,20.4,15.9,243511,31.0,75489,319000,367644,78,1.7,Likely to buy,Low,31.00024228884937,124133,0.004328100009792081
Honda,CB200X,184,mid,2024,Digital,129,42.8,14.0,116406,28.0,32594,149000,173704,69,10.0,Will likely switch brand,High,28.000274899919248,57298,0.017001335605397686
Yamaha,FZ-X,149,mid,2020,Digital,106,60.5,11.9,101562,28.0,28438,130000,153909,79,10.0,Will likely switch brand,High,28.000630156948464,52347,0.0310540644146866
Ktm,Duke 390,373,premium,2020,Digital,209,19.8,15.8,245038,31.0,75962,321000,368315,76,7.9,Will likely switch brand,High,31.000089781992994,123277,0.004085633221563064
Yamaha,FZ-S V3,149,mid,2020,Semi-Digital,108,60.8,10.6,101562,28.0,28438,130000,153532,67,4.1,Might reconsider,Medium,28.000630156948464,51970,0.02653257952739494
Royal Enfield,Classic 350,349,premium,2024,Semi-Digital,165,29.6,19.9,160938,28.0,45062,206000,237920,71,12.4,Will definitely switch,Very High,27.99960233133256,76982,0.008833221250840618
Hero,Xtreme 160R,163,mid,2023,Digital,130,37.7,11.1,101562,28.0,28438,130000,151916,77,12.1,Will definitely switch,Very High,28.000630156948464,50354,0.01910858632402117
Bajaj,Platina 100,102,budget,2020,Analog,98,76.1,9.0,57031,28.0,15969,73000,86216,65,7.3,Will definitely switch,Very High,28.00056109835002,29185,0.05737334137515079
Tvs,Sport,99,budget,2022,Analog,100,74.6,9.4,53906,28.0,15094,69000,83080,57,2.3,Might reconsider,Medium,28.000593625941455,29174,0.0511819932595089
Royal Enfield,Himalayan 450,452,premium,2020,Digital,164,23.0,17.7,219847,31.0,68153,288000,336377,84,1.8,Will still buy,Low,31.000195590569806,116530,0.0057435555938723515
Yamaha,FZ-X,149,mid,2025,Digital,115,59.1,10.6,110938,28.0,31062,142000,161838,73,10.9,Will definitely switch,Very High,27.999423101191656,50900,0.026658139621102587
Yamaha,R3,321,premium,2023,Digital,159,35.6,14.3,329688,28.0,92312,422000,481931,84,3.8,Might reconsider,Medium,27.999805877071655,152243,0.006205037650618034
Tvs,Apache RTR 160,159,mid,2025,Semi-Digital,124,43.5,10.4,92969,28.0,26031,119000,141985,66,13.3,Will definitely switch,Very High,27.99965579924491,49016,0.020220445821741734
Hero,Passion Pro,110,budget,2024,Semi-Digital,96,70.5,8.2,66406,28.0,18594,85000,99745,67,2.7,Might reconsider,Medium,28.000481884167094,33339,0.047355757180811066
Ktm,RC 390,373,premium,2025,Digital,177,19.6,15.7,244275,31.0,75725,320000,366404,76,2.4,Might reconsider,Medium,30.999897656329956,122129,0.004065457800679032
Ktm,RC 200,199,mid,2025,Digital,135,42.3,10.2,159375,28.0,44625,204000,231837,76,7.1,Will likely switch brand,High,28.000000000000004,72462,0.013866639061064454
Tvs,Star City Plus,109,budget,2022,Semi-Digital,92,71.3,8.5,68750,28.0,19250,88000,100692,62,8.4,Will definitely switch,Very High,28.000000000000004,31942,0.043902196798156747
Ktm,Duke 200,199,mid,2022,Digital,126,39.7,12.5,153906,28.0,43094,197000,227193,70,12.0,Will definitely switch,Very High,28.000207919119465,73287,0.012231890947344328
Tvs,Apache RTR 160 4V,159,mid,2025,Digital,129,43.2,10.3,109375,28.0,30625,140000,162206,69,3.4,Might reconsider,Medium,28.000000000000004,52831,0.018376632183766322
Bajaj,Pulsar 125,124,budget,2022,Semi-Digital,115,54.7,13.5,71875,28.0,20125,92000,110294,57,3.5,Might reconsider,Medium,28.000000000000004,38419,0.0282689901535895
Bajaj,Platina 100,102,budget,2020,Analog,100,71.4,9.6,54688,28.0,15312,70000,84860,58,7.6,Will definitely switch,Very High,27.99882972498537,30172,0.048800377091680426
Tvs,Apache RTR 200 4V,197,mid,2022,Digital,123,44.8,11.8,123438,28.0,34562,158000,181828,70,12.3,Will definitely switch,Very High,27.99948152108751,58390,0.017247068658292453
Royal Enfield,Thunderbird 350X,346,premium,2024,Semi-Digital,151,31.7,18.4,155469,28.0,43531,199000,228367,70,10.9,Will definitely switch,Very High,27.999794171185254,72898,0.0097168154768421
Yamaha,MT-15 V2,155,mid,2021,Digital,133,38.5,11.4,124219,28.0,34781,159000,185251,70,10.2,Will definitely switch,Very High,27.999742390455566,61032,0.01454782970132415
Hero,Glamour,125,budget,2023,Semi-Digital,107,51.1,12.6,71094,28.0,19906,91000,108951,61,13.9,Will definitely switch,Very High,27.999549891692688,37857,0.028610109131627978
Tvs,Apache RTR 160,159,mid,2025,Semi-Digital,136,46.9,11.4,99219,28.0,27781,127000,150542,67,4.7,Might reconsider,Medium,27.999677481127605,51323,0.020873244675904398
Royal Enfield,Bullet 350,346,premium,2024,Analog,158,29.6,13.9,134375,28.0,37625,172000,200476,67,10.8,Will definitely switch,Very High,28.000000000000004,66101,0.00989245595482751
Yamaha,FZ-S V3,149,mid,2025,Semi-Digital,120,61.2,10.6,102344,28.0,28656,131000,152923,77,3.1,Might reconsider,Medium,27.99968732900805,50579,0.030815508458505263
Tvs,Apache RTR 200 4V,197,mid,2021,Digital,129,37.6,11.1,119531,28.0,33469,153000,178005,66,7.4,Will definitely switch,Very High,28.00026771297822,58474,0.013941181427487992
Honda,CB200X,184,mid,2022,Digital,121,45.4,13.1,108594,28.0,30406,139000,161891,79,2.9,Might reconsider,Medium,27.9997053244194,53297,0.022154412536830335
Yamaha,R3,321,premium,2020,Digital,144,33.6,15.0,360938,28.0,101062,462000,530814,73,7.0,Will likely switch brand,High,27.999822684228313,169876,0.004620827634538653
Hero,Super Splendor,125,budget,2022,Semi-Digital,117,53.5,12.4,70312,28.0,19688,90000,107247,59,13.5,Will definitely switch,Very High,28.00091022869496,36935,0.029432058705604818
Bajaj,Platina 110 H-Gear,115,budget,2024,Semi-Digital,111,50.2,10.8,63281,28.0,17719,81000,97000,61,2.9,Might reconsider,Medium,28.000505681010097,33719,0.031569072164948454
Tvs,Ronin,225,mid,2024,Digital,165,29.6,16.1,120312,28.0,33688,154000,180601,70,2.3,Might reconsider,Medium,28.00053195026265,60289,0.011472804691003926
Royal Enfield,Meteor 350,349,premium,2024,Semi-Digital,153,31.4,13.2,164062,28.0,45938,210000,243807,72,7.5,Will likely switch brand,High,28.00039009642696,79745,0.00927290848909178
